,total_acidity,chlorides,pH,sulphates,alcohol,quality
4784,7.02,0.045,3.02,0.59,10.2,0
4785,7.44,0.038,3.01,0.36,11.7,1
4786,5.11,0.03,3.46,0.36,12.8,1
4787,4.525,0.03,3.57,0.36,12.8,1
4788,7.02,0.045,3.02,0.59,10.2,0
4789,6.45,0.037,3.15,0.39,13.55,1
4790,6.92,0.036,3.13,0.38,11.6,1
4791,7.5,0.045,3.04,0.53,8.9,1
4792,5.485,0.036,3.53,0.92,13.8,1
4793,6.63,0.175,3.19,0.5,9.4,1
4794,6.62,0.174,3.18,0.49,9.4,0
4795,6.795000000000001,0.035,3.17,0.55,10.7,1
4796,6.795000000000001,0.035,3.17,0.55,10.7,1
4797,6.3500000000000005,0.043,3.31,0.5,12.3,1
4798,6.410000000000001,0.042,3.16,0.43,10.3,0
4799,6.66,0.047,3.11,0.42,10.4,1
4800,6.53,0.039,3.31,0.45,11.6,1
4801,6.795000000000001,0.035,3.17,0.55,10.7,1
4802,6.42,0.037,3.36,0.33,12.8,1
4803,7.21,0.038,3.18,0.53,11.9,1
4804,6.81,0.033,3.24,0.35,12.1,0
4805,5.699999999999999,0.034,3.23,0.41,9.2,1
4806,6.97,0.051,2.93,0.62,9.5,1
4807,6.47,0.039,2.91,0.57,11.0,1
4808,8.32,0.053,3.19,0.5,10.9,0
4809,6.5,0.053,3.21,0.62,10.4,1
4810,6.175000000000001,0.054,3.42,0.52,9.1,0
4811,7.59,0.075,3.32,0.62,11.4,1
4812,5.6899999999999995,0.027,3.35,0.43,11.4,1
4813,6.66,0.127,3.1,0.45,9.7,0
4814,6.45,0.026,3.18,0.67,12.4,1
4815,6.97,0.041,3.2,0.94,13.7,1
4816,6.71,0.032,2.91,0.43,10.6,1
4817,6.435,0.031,3.2,0.63,11.2,1
4818,6.67,0.021,3.24,0.95,13.13333333,1
4819,6.45,0.026,3.18,0.67,12.4,1
4820,6.66,0.127,3.1,0.45,9.7,0
4821,7.71,0.043,3.19,0.45,11.0,1
4822,7.51,0.036,3.18,0.45,11.3,1
4823,7.12,0.054,3.2,0.46,12.0,1
4824,6.98,0.042,3.23,0.47,9.2,0
4825,6.63,0.046,3.48,0.57,10.7,1
4826,6.63,0.046,3.48,0.57,10.7,1
4827,7.25,0.036,3.1,0.76,11.4,1
4828,6.98,0.042,3.23,0.47,9.2,0
4829,6.65,0.032,3.1,0.43,12.1,1
4830,6.359999999999999,0.062,3.23,0.35,11.1,1
4831,6.4399999999999995,0.058,3.27,0.43,9.7,1
4832,6.48,0.057,3.24,0.36,10.7,0
4833,6.21,0.031,3.49,0.58,10.9,1
4834,6.57,0.033,3.36,0.56,12.0,1
4835,6.154999999999999,0.035,3.47,0.56,10.6,1
4836,7.5600000000000005,0.096,3.11,0.49,9.6,0
4837,7.16,0.031,3.03,0.42,13.1,1
4838,5.815,0.038,3.38,0.51,11.0,1
4839,5.755000000000001,0.038,3.52,0.4,11.6,0
4840,7.5,0.029,3.28,0.35,11.95,1
4841,6.17,0.05,3.44,0.62,11.1,1
4842,7.050000000000001,0.043,3.17,0.36,11.5,1
4843,6.1899999999999995,0.046,3.21,0.4,11.3,0
4844,5.32,0.044,3.28,0.34,11.9,1
4845,7.27,0.136,3.18,0.6,9.5,0
4846,5.699999999999999,0.048,3.29,0.46,12.2,1
4847,5.03,0.038,3.41,0.4,12.2,1
4848,7.71,0.048,3.05,0.56,11.1,1
4849,7.170000000000001,0.055,3.1,0.48,9.6,0
4850,7.71,0.048,3.05,0.56,11.1,1
4851,7.170000000000001,0.055,3.1,0.48,9.6,0
4852,6.8100000000000005,0.044,3.3,0.73,11.4,0
4853,5.680000000000001,0.047,3.32,0.62,11.4,0
4854,6.84,0.041,3.1,0.59,12.06666667,1
4855,7.72,0.058,2.9,0.46,9.0,1
4856,7.72,0.058,2.9,0.46,9.0,1
4857,8.209999999999999,0.043,3.08,0.42,11.4,1
4858,7.26,0.055,3.12,0.45,9.6,0
4859,6.77,0.045,3.03,0.37,11.0,1
4860,6.85,0.046,3.04,0.38,11.0,1
4861,6.1,0.027,3.23,0.56,11.2,1
4862,6.42,0.052,3.31,0.47,11.55,1
4863,6.880000000000001,0.036,3.2,0.5,13.3,1
4864,6.640000000000001,0.066,3.3,0.47,9.633333333,0
4865,6.904999999999999,0.046,3.06,0.46,13.6,1
4866,6.32,0.048,3.29,0.55,11.2,1
4867,6.239999999999999,0.031,3.27,0.38,13.0,1
4868,6.34,0.046,3.31,0.64,10.8,1
4869,7.17,0.032,3.19,0.51,9.8,1
4870,6.7,0.021,3.15,0.36,11.45,1
4871,5.6000000000000005,0.015,3.37,0.55,12.05,1
4872,6.83,0.032,3.14,0.6,9.7,0
4873,6.23,0.03,3.33,0.52,11.9,1
4874,6.16,0.048,3.49,0.49,10.0,1
4875,7.88,0.035,3.12,0.41,9.7,1
4876,7.0,0.038,3.36,0.59,11.6,1
4877,6.44,0.032,3.25,0.36,8.8,0
4878,6.75,0.035,3.24,0.35,9.5,0
4879,7.34,0.046,3.15,0.5,9.533333333,1
4880,7.34,0.046,3.15,0.5,9.533333333,1
4881,5.505000000000001,0.03,3.07,0.5,9.4,1
4882,5.95,0.037,3.26,0.38,10.7,0
4883,5.54,0.035,3.27,0.35,11.5,1
4884,7.21,0.048,3.14,0.5,9.6,0
4885,7.34,0.046,3.15,0.5,9.55,1
4886,6.69,0.028,3.21,1.08,12.15,1
4887,6.83,0.023,3.04,0.79,13.0,1
4888,7.38,0.052,3.04,0.54,9.2,0
4889,5.405000000000001,0.03,3.07,0.5,9.4,1
4890,6.7299999999999995,0.036,3.06,0.44,11.8,1
4891,6.23,0.038,3.24,0.46,10.6,1
4892,7.11,0.032,3.217616021567495,0.54,9.7,0
4893,6.7,0.039,3.27,0.5,11.2,1
4894,7.28,0.047,3.15,0.46,9.6,0
4895,7.0291832016952425,0.041,2.99,0.46,9.4,1
4896,6.09,0.022,3.34,0.38,12.8,1
4897,6.59,0.02,3.26,0.32,11.8,1
4898,8.1,0.076,3.51,0.56,9.4,0
4899,8.68,0.098,3.2,0.68,9.8,0
4900,8.6,0.092,3.26,0.65,9.8,0
4901,12.04,0.075,3.16,0.58,9.8,1
4902,8.1,0.076,3.51,0.56,9.4,0
4903,8.06,0.075,3.51,0.56,9.4,0
4904,8.56,0.069,3.3,0.46,9.4,0
4905,7.95,0.065,3.39,0.47,10.0,1
4906,8.399999999999999,0.073,3.36,0.57,9.5,1
4907,8.36,0.071,3.35,0.8,10.5,0
4908,7.36,0.097,3.28,0.54,9.2,0
4909,8.36,0.071,3.35,0.8,10.5,0
4910,6.215,0.089,3.58,0.52,9.9,0
4911,8.7,0.114,3.26,1.56,9.1,0
4912,9.7,0.176,3.16,0.88,9.2,0
4913,9.709999999999999,0.17,3.17,0.93,9.2,0
4914,9.34,0.092,3.3,0.75,10.5,1
4915,8.94,0.368,3.11,1.28,9.3,0
4916,8.07,0.086,3.38,0.5,9.0,0
4917,8.73,0.341,3.04,1.08,9.2,1
4918,9.600000000000001,0.077,3.39,0.53,9.4,1
4919,8.299999999999999,0.082,3.52,0.65,9.7,0
4920,8.540000000000001,0.106,3.17,0.91,9.5,0
4921,9.1,0.084,3.17,0.53,9.4,0
4922,7.44,0.085,3.43,0.63,9.7,1
4923,6.85,0.08,3.34,0.56,9.3,0
4924,8.25,0.08,3.28,0.59,9.5,0
4925,8.540000000000001,0.106,3.17,0.91,9.5,0
4926,7.81,0.08,3.47,0.55,9.4,0
4927,8.445,0.082,3.38,0.59,9.8,1
4928,7.445,0.089,3.35,0.54,10.1,0
4929,7.585000000000001,0.105,3.46,0.57,10.6,1
4930,9.075,0.083,3.17,0.66,9.8,0
4931,7.625000000000001,0.073,3.45,0.52,9.4,1
4932,5.7700000000000005,0.103,3.38,0.55,9.2,0
4933,8.445,0.086,3.4,0.55,9.6,1
4934,8.540000000000001,0.086,3.42,0.6,10.8,1
4935,8.76,0.066,3.23,0.73,9.7,1
4936,6.92,0.172,3.5,0.48,9.8,0
4937,8.11,0.074,3.33,0.83,10.5,0
4938,8.11,0.074,3.33,0.83,10.5,0
4939,9.71,0.088,3.26,0.51,9.3,0
4940,8.19,0.332,3.21,0.9,10.5,1
4941,8.98,0.069,3.3,1.2,10.3,0
4942,7.489999999999999,0.05,3.48,0.52,9.5,0
4943,5.27,0.054,3.9,0.56,13.1,0
4944,9.065,0.114,3.25,0.73,9.2,0
4945,9.509999999999998,0.113,3.25,0.58,9.5,0
4946,7.030000000000001,0.066,3.34,0.56,9.2,0
4947,6.279999999999999,0.074,3.32,0.58,9.2,0
4948,9.72,0.074,3.15,0.74,9.2,0
4949,7.159999999999999,0.069,3.4,0.63,9.4,1
4950,7.14,0.068,3.39,0.64,9.4,1
4951,9.34,0.081,3.2,0.56,9.4,0
4952,8.26,0.11,3.17,0.63,10.2,1
4953,8.36,0.084,3.34,0.53,9.5,0
4954,11.19,0.07,3.04,0.63,9.6,0
4955,8.25,0.111,3.26,0.77,9.4,0
4956,8.57,0.076,3.43,0.59,10.0,0
4957,7.999999999999999,0.074,3.41,0.54,9.4,1
4958,9.600000000000001,0.079,3.44,0.64,9.2,0
4959,8.88,0.115,3.21,0.71,9.3,0
4960,8.18,0.085,3.38,0.62,9.5,1
4961,7.785,0.081,3.39,0.57,9.8,0
4962,7.975,0.086,3.41,0.39,10.9,0
4963,7.975,0.086,3.41,0.39,10.9,0
4964,8.129999999999999,0.079,3.42,0.58,9.6,0
4965,7.375,0.076,3.44,0.58,10.7,0
4966,10.190000000000001,0.074,3.28,0.79,10.7,0
4967,8.755,0.074,3.34,0.95,10.5,1
4968,8.41,0.076,3.32,0.54,9.5,1
4969,8.600000000000001,0.088,3.32,0.48,9.5,0
4970,8.610000000000001,0.084,3.31,0.48,9.5,0
4971,9.235000000000001,0.084,3.31,0.53,9.2,0
4972,10.559999999999999,0.094,3.28,0.82,9.6,0
4973,9.850000000000001,0.093,3.54,0.66,10.5,0
4974,9.850000000000001,0.093,3.54,0.66,10.5,0
4975,7.585,0.104,3.52,0.55,10.7,1
4976,7.57,0.086,3.38,0.52,10.1,0
4977,9.125,0.08,3.16,1.12,9.1,0
4978,6.8500000000000005,0.069,3.41,0.56,9.2,0
4979,8.93,0.464,3.13,1.28,9.4,0
4980,8.370000000000001,0.086,3.36,0.57,9.1,0
4981,8.23,0.401,3.16,1.14,9.4,0
4982,7.08,0.069,3.44,0.78,10.3,1
4983,7.6000000000000005,0.076,3.41,0.59,10.1,0
4984,9.37,0.11,2.93,1.95,9.9,1
4985,8.45,0.062,3.39,0.64,9.6,0
4986,10.13,0.107,3.14,1.22,9.5,0
4987,7.7,0.076,3.48,0.53,9.0,0
4988,8.68,0.079,3.23,0.54,9.5,0
4989,9.37,0.11,2.93,1.95,9.9,1
4990,9.379999999999999,0.11,2.93,1.98,9.8,0
4991,8.45,0.062,3.39,0.64,9.6,0
4992,6.06,0.045,3.75,0.48,10.5,0
4993,5.47,0.058,3.85,0.6,12.9,1
4994,7.575,0.102,3.45,0.56,10.7,0
4995,7.75,0.07,3.25,0.63,9.2,0
4996,8.56,0.079,3.39,0.56,9.8,0
4997,8.825,0.08,3.3,0.59,9.0,1
4998,9.21,0.084,3.4,0.61,10.2,1
4999,8.600000000000001,0.075,3.31,0.56,10.4,1
5000,8.825,0.08,3.3,0.59,9.0,1
5001,8.895,0.077,3.29,0.51,9.2,0
5002,7.930000000000001,0.07,3.33,0.48,9.4,0
5003,8.895,0.077,3.29,0.51,9.2,0
5004,8.889999999999999,0.467,3.08,1.31,9.3,0
5005,7.14,0.088,3.46,0.79,9.3,0
5006,8.86,0.091,3.37,0.8,9.6,1
5007,9.405,0.122,3.21,0.69,9.3,0
5008,8.549999999999999,0.104,3.19,0.93,9.5,0
5009,9.11,0.084,3.15,0.66,9.8,0
5010,9.1,0.085,3.15,0.66,9.8,0
5011,10.85,0.08,3.32,0.67,9.7,1
5012,8.549999999999999,0.104,3.19,0.93,9.5,0
5013,10.110000000000001,0.09,3.07,0.63,10.5,1
5014,9.12,0.077,3.39,0.61,10.0,1
5015,8.479999999999999,0.082,3.37,0.5,9.4,1
5016,9.39,0.119,3.21,0.6,10.9,1
5017,7.77,0.097,3.34,0.54,9.2,1
5018,8.459999999999999,0.178,3.3,0.57,9.0,0
5019,9.39,0.119,3.21,0.6,10.9,1
5020,7.995,0.075,3.49,0.52,9.2,0
5021,8.71,0.08,3.44,0.53,9.5,0
5022,8.47,0.082,3.39,0.48,9.5,0
5023,9.659999999999998,0.146,3.16,0.7,9.4,0
5024,9.53,0.081,3.53,0.49,10.9,0
5025,9.43,0.082,3.54,0.48,10.9,0
5026,8.75,0.065,3.42,0.92,10.5,1
5027,6.63,0.072,3.42,0.57,9.4,0
5028,9.305,0.118,3.24,0.66,9.4,0
5029,6.1899999999999995,0.049,3.63,0.63,13.0,0
5030,6.1899999999999995,0.049,3.63,0.63,13.0,0
5031,7.109999999999999,0.06,3.4,0.58,9.8,1
5032,8.990000000000002,0.084,3.22,0.55,9.9,1
5033,9.254999999999999,0.09,3.19,0.82,9.6,0
5034,9.165000000000001,0.089,3.23,0.77,9.5,0
5035,7.9750000000000005,0.081,3.48,0.64,9.2,0
5036,8.549999999999999,0.081,3.33,0.54,9.5,0
5037,8.549999999999999,0.081,3.32,0.54,9.5,0
5038,9.254999999999999,0.09,3.19,0.82,9.6,0
5039,9.165000000000001,0.089,3.23,0.77,9.5,0
5040,5.54,0.05,3.68,0.79,14.0,1
5041,6.77,0.066,3.34,0.58,9.4,0
5042,5.54,0.05,3.68,0.79,14.0,1
5043,9.32,0.117,3.17,0.62,9.4,0
5044,6.499999999999999,0.087,3.54,0.52,10.0,0
5045,8.35,0.236,3.11,0.8,9.3,0
5046,7.49,0.074,3.42,0.58,10.2,1
5047,9.04,0.089,3.53,0.61,10.5,1
5048,8.1,0.077,3.33,0.53,10.3,1
5049,10.719999999999999,0.61,2.74,2.0,9.4,0
5050,8.129999999999999,0.095,3.35,0.54,10.1,0
5051,8.129999999999999,0.095,3.35,0.54,10.1,0
5052,7.949999999999999,0.07,3.42,0.72,10.5,0
5053,7.949999999999999,0.071,3.42,0.71,10.5,0
5054,7.949999999999999,0.07,3.42,0.72,10.5,0
5055,7.949999999999999,0.071,3.42,0.71,10.5,0
5056,7.779999999999999,0.073,3.48,0.5,9.3,0
5057,7.579999999999999,0.079,3.59,0.57,9.3,1
5058,8.579999999999998,0.09,3.2,0.56,9.6,0
5059,8.299999999999999,0.072,3.17,1.08,9.2,0
5060,8.37,0.076,3.33,0.56,10.0,1
5061,8.26,0.07,3.37,0.49,9.4,0
5062,8.15,0.07,3.37,0.49,9.4,0
5063,8.91,0.1,3.19,0.62,9.5,0
5064,7.539999999999999,0.085,3.34,0.52,10.2,0
5065,7.88,0.072,3.37,0.48,9.0,0
5066,7.5,0.089,3.47,0.55,10.4,1
5067,8.445,0.36,3.0,1.59,9.5,0
5068,8.815,0.058,3.36,0.33,9.1,0
5069,8.59,0.073,3.29,0.61,9.2,1
5070,8.59,0.073,3.29,0.61,9.2,1
5071,8.07,0.068,3.42,0.57,11.5,1
5072,7.89,0.08,3.33,0.47,9.5,0
5073,7.44,0.085,3.35,0.78,9.5,0
5074,7.89,0.08,3.33,0.47,9.5,0
5075,8.44,0.087,3.58,0.61,10.5,1
5076,7.805,0.068,3.48,0.56,9.6,0
5077,9.55,0.067,3.19,0.59,9.5,0
5078,9.55,0.067,3.19,0.59,9.5,0
5079,10.0,0.27,3.12,1.02,9.3,0
5080,7.949999999999999,0.076,3.44,0.52,9.3,0
5081,7.61,0.077,3.54,0.58,9.3,0
5082,7.53,0.079,3.52,0.58,9.3,1
5083,9.780000000000001,0.111,3.26,0.53,9.7,0
5084,8.27,0.082,3.34,0.55,9.2,0
5085,8.504999999999999,0.084,3.39,0.49,9.7,0
5086,8.73,0.084,3.2,0.55,9.5,0
5087,8.71,0.082,3.2,0.55,9.5,0
5088,9.049999999999999,0.077,3.23,0.62,9.4,0
5089,7.0200000000000005,0.074,3.57,0.62,9.8,1
5090,7.55,0.099,3.28,0.61,9.5,0
5091,8.360000000000001,0.071,3.28,0.55,9.7,0
5092,8.360000000000001,0.071,3.28,0.55,9.7,0
5093,8.72,0.074,3.25,0.54,9.4,0
5094,8.18,0.074,3.46,0.59,10.2,0
5095,12.4,0.067,3.11,0.97,10.1,1
5096,6.315,0.046,3.57,0.85,13.0,1
5097,8.05,0.061,3.51,0.43,11.4,0
5098,10.39,0.056,3.22,0.82,10.3,1
5099,9.65,0.097,3.04,1.03,9.3,0
5100,7.41,0.075,3.36,0.79,9.5,0
5101,7.77,0.088,3.34,0.55,9.2,0
5102,7.79,0.089,3.34,0.56,9.2,1
5103,13.840000000000002,0.095,3.2,0.77,10.8,1
5104,13.840000000000002,0.095,3.2,0.77,10.8,1
5105,8.68,0.069,3.29,0.53,9.3,0
5106,8.52,0.1,3.22,0.67,9.4,0
5107,11.88,0.054,3.31,0.88,10.5,1
5108,10.829999999999998,0.039,3.3,0.86,12.4,1
5109,8.965,0.083,3.35,0.56,10.0,1
5110,12.68,0.059,3.21,0.67,10.2,1
5111,9.03,0.06,3.3,0.43,10.1,0
5112,8.615,0.092,3.24,0.71,9.8,1
5113,7.98,0.06,3.34,0.76,10.5,0
5114,9.485,0.101,3.14,0.57,11.0,0
5115,9.045,0.072,3.36,0.55,9.1,0
5116,8.18,0.076,3.39,0.54,9.7,0
5117,8.66,0.08,3.3,0.6,9.5,0
5118,8.51,0.082,3.34,0.59,9.4,1
5119,8.190000000000001,0.101,3.15,0.57,9.4,0
5120,7.45,0.057,3.42,0.6,9.5,0
5121,9.495,0.083,3.28,0.6,10.0,1
5122,9.395,0.089,3.31,0.57,10.4,0
5123,8.38,0.073,3.37,0.58,10.5,1
5124,9.99,0.337,3.04,1.61,9.5,1
5125,9.96,0.089,3.39,0.63,9.8,0
5126,8.38,0.073,3.37,0.58,10.5,1
5127,7.67,0.081,3.46,0.5,11.0,0
5128,5.72,0.054,3.54,0.62,12.2,1
5129,8.440000000000001,0.078,3.37,0.52,9.9,1
5130,9.069999999999999,0.09,3.34,0.7,9.6,1
5131,7.67,0.081,3.46,0.5,11.0,0
5132,9.29,0.065,3.32,0.55,9.0,1
5133,7.83,0.097,3.37,0.58,9.0,1
5134,7.83,0.097,3.37,0.58,9.0,1
5135,7.845000000000001,0.097,3.37,0.58,9.2,1
5136,7.83,0.097,3.37,0.58,9.0,1
5137,9.29,0.065,3.32,0.55,9.0,1
5138,9.905,0.263,3.0,1.09,9.3,0
5139,12.940000000000001,0.093,3.14,0.71,10.9,1
5140,8.379999999999999,0.102,3.08,0.49,9.8,1
5141,15.65,0.075,3.07,0.84,9.2,1
5142,15.65,0.075,3.07,0.84,9.2,1
5143,7.96,0.084,3.61,0.96,9.9,1
5144,7.85,0.075,3.38,0.52,9.5,0
5145,8.969999999999999,0.072,3.2,0.45,9.3,0
5146,8.290000000000001,0.074,3.35,0.48,9.8,1
5147,7.96,0.084,3.61,0.96,9.9,1
5148,11.56,0.063,3.22,0.78,10.0,1
5149,7.699999999999999,0.074,3.47,0.7,9.9,1
5150,11.93,0.09,3.17,0.53,10.5,0
5151,8.895,0.092,3.23,0.59,9.5,0
5152,7.699999999999999,0.074,3.47,0.7,9.9,1
5153,8.8,0.073,3.26,0.57,9.3,0
5154,10.11,0.075,3.22,0.62,9.2,0
5155,7.295,0.075,3.49,0.67,9.2,0
5156,8.87,0.611,3.06,1.26,9.4,0
5157,10.780000000000001,0.085,3.36,0.8,10.5,1
5158,8.46,0.077,3.29,0.65,9.3,0
5159,8.014999999999999,0.087,3.35,0.6,9.4,0
5160,8.549999999999999,0.07,3.34,0.57,10.0,0
5161,8.5,0.077,3.28,0.67,9.3,0
5162,13.55,0.064,3.08,0.87,10.9,0
5163,12.58,0.071,3.2,0.72,10.2,1
5164,8.969999999999999,0.096,3.6,0.72,9.8,0
5165,8.71,0.078,3.35,0.86,12.8,1
5166,7.48,0.077,3.69,0.91,9.4,1
5167,12.19,0.104,3.28,0.97,10.1,1
5168,8.505,0.087,3.36,0.67,10.7,1
5169,12.19,0.104,3.28,0.97,10.1,1
5170,11.85,0.071,3.22,0.78,10.1,0
5171,9.315,0.076,3.31,0.64,9.4,0
5172,8.33,0.088,3.38,0.77,9.4,0
5173,8.505,0.087,3.36,0.67,10.7,1
5174,7.48,0.077,3.69,0.91,9.4,1
5175,12.19,0.104,3.28,0.97,10.1,1
5176,11.07,0.073,3.23,0.82,12.6,1
5177,9.620000000000001,0.087,3.38,0.77,10.5,1
5178,12.1,0.071,3.12,0.82,9.3,1
5179,8.65,0.358,3.25,1.08,9.9,1
5180,8.239999999999998,0.067,3.36,0.57,9.1,0
5181,9.620000000000001,0.087,3.38,0.77,10.5,1
5182,10.56,0.102,3.31,0.71,9.8,0
5183,10.56,0.102,3.31,0.71,9.8,0
5184,13.0,0.073,3.1,0.76,10.3,1
5185,8.02,0.092,3.37,0.7,10.3,1
5186,9.309999999999999,0.091,3.34,0.86,10.6,1
5187,12.549999999999999,0.105,3.2,0.95,9.2,0
5188,9.309999999999999,0.091,3.34,0.86,10.6,1
5189,11.68,0.343,3.3,0.71,10.5,0
5190,11.180000000000001,0.091,3.22,0.64,10.3,1
5191,7.510000000000001,0.098,3.41,0.6,10.1,1
5192,14.16,0.094,3.05,0.81,9.5,1
5193,11.760000000000002,0.073,3.05,0.64,9.5,0
5194,11.799999999999999,0.086,3.16,0.52,9.9,0
5195,7.789999999999999,0.083,3.67,0.73,9.6,0
5196,7.87,0.094,3.67,0.8,9.7,0
5197,7.63,0.08,3.68,0.71,9.6,0
5198,8.09,0.086,3.38,0.59,10.7,1
5199,11.76,0.068,3.22,0.64,10.1,1
5200,9.125,0.092,3.51,0.72,10.0,0
5201,8.19,0.186,3.39,0.54,9.5,0
5202,9.65,0.112,3.2,0.52,9.2,0
5203,11.31,0.063,3.12,0.59,9.3,1
5204,8.54,0.082,3.36,0.52,9.4,0
5205,11.13,0.213,3.19,0.62,9.5,1
5206,11.17,0.214,3.19,0.63,9.5,1
5207,8.07,0.062,3.41,0.53,9.5,1
5208,11.31,0.063,3.12,0.59,9.3,1
5209,8.67,0.072,3.27,0.54,9.4,1
5210,9.770000000000001,0.093,3.32,0.63,9.5,1
5211,9.370000000000001,0.076,3.3,0.53,9.4,0
5212,8.05,0.087,3.39,0.68,11.0,0
5213,7.739999999999999,0.096,3.42,0.65,11.0,1
5214,10.39,0.102,3.3,0.65,10.1,0
5215,10.489999999999998,0.082,3.3,0.64,10.4,1
5216,10.850000000000001,0.083,3.37,0.71,11.5,1
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
5218,10.850000000000001,0.083,3.37,0.71,11.5,1
5219,10.17,0.09,3.24,0.62,9.7,0
5220,8.47,0.079,3.29,0.63,9.3,0
5221,11.31,0.09,3.28,0.7,9.5,1
5222,10.69,0.071,3.16,0.69,9.2,1
5223,10.69,0.071,3.16,0.69,9.2,1
5224,12.79,0.121,3.05,0.74,11.5,1
5225,11.24,0.107,3.28,0.83,11.5,0
5226,14.29,0.082,3.16,0.67,9.7,1
5227,11.55,0.061,3.18,0.62,9.5,0
5228,11.2,0.122,3.23,0.66,12.5,1
5229,11.2,0.122,3.23,0.66,12.5,1
5230,8.86,0.066,3.22,0.54,9.4,1
5231,9.040000000000001,0.105,3.13,0.52,11.0,0
5232,8.56,0.078,3.34,0.74,11.7,1
5233,13.125,0.128,3.17,0.84,12.2,1
5234,9.78,0.052,3.35,0.7,12.5,1
5235,8.55,0.08,3.31,0.64,10.3,0
5236,13.47,0.103,3.16,1.0,11.5,1
5237,13.32,0.082,3.11,1.36,9.8,1
5238,13.04,0.066,3.12,1.18,9.2,1
5239,11.5,0.065,3.21,0.87,11.3,1
5240,11.760000000000002,0.118,3.3,0.75,9.8,1
5241,11.760000000000002,0.118,3.3,0.75,9.8,1
5242,12.97,0.082,3.12,0.78,10.7,1
5243,7.6850000000000005,0.067,3.6,0.81,9.9,0
5244,7.434999999999999,0.072,3.58,0.89,12.3,1
5245,14.96,0.093,3.02,0.93,12.0,1
5246,10.47,0.089,3.11,0.92,10.0,1
5247,9.885,0.093,3.36,0.86,9.4,1
5248,11.59,0.107,3.28,0.98,9.9,1
5249,9.895,0.096,3.35,0.83,9.4,1
5250,8.365,0.09,3.27,0.73,9.3,0
5251,14.82,0.12,3.18,0.77,13.0,0
5252,6.71,0.066,3.25,0.59,11.9,1
5253,7.46,0.078,3.55,0.61,12.8,1
5254,12.43,0.08,3.26,0.88,11.0,0
5255,11.58,0.116,3.24,0.75,11.7,1
5256,12.99,0.109,3.15,0.85,10.4,1
5257,13.64,0.088,3.17,0.68,9.8,1
5258,9.129999999999999,0.099,3.19,0.7,9.4,0
5259,9.36,0.086,3.37,0.91,9.9,1
5260,13.14,0.072,3.05,0.56,10.0,0
5261,13.590000000000002,0.071,2.99,0.87,10.2,0
5262,14.075000000000001,0.083,3.07,0.73,10.0,1
5263,10.92,0.107,3.26,0.93,11.8,1
5264,14.075000000000001,0.083,3.07,0.73,10.0,1
5265,11.584999999999999,0.076,3.16,0.69,9.0,0
5266,11.16,0.159,3.18,0.64,9.4,0
5267,10.2,0.074,3.2,1.13,12.0,1
5268,7.685,0.063,3.57,0.78,9.9,0
5269,8.540000000000001,0.056,3.32,0.87,8.7,1
5270,9.86,0.067,3.32,1.04,10.6,1
5271,8.17,0.106,3.05,0.63,9.2,0
5272,15.040000000000001,0.089,3.01,0.81,10.8,1
5273,12.75,0.124,3.01,0.83,11.8,1
5274,12.45,0.078,3.26,1.11,11.0,1
5275,10.2,0.074,3.2,1.13,12.0,1
5276,12.685,0.088,3.11,0.99,13.3,1
5277,9.100000000000001,0.094,3.31,0.7,10.8,1
5278,8.98,0.08,3.21,0.8,9.4,1
5279,14.794999999999998,0.085,3.06,0.8,10.0,1
5280,8.98,0.08,3.21,0.8,9.4,1
5281,8.98,0.08,3.21,0.8,9.4,1
5282,8.49,0.087,3.42,0.74,9.2,0
5283,8.100000000000001,0.09,3.43,0.76,9.7,1
5284,8.6,0.088,3.41,0.74,9.2,1
5285,9.110000000000001,0.079,3.31,0.54,9.6,1
5286,8.52,0.088,3.43,0.74,9.2,1
5287,10.290000000000001,0.096,3.19,0.7,10.0,1
5288,6.499999999999999,0.045,3.56,0.82,12.9,1
5289,14.794999999999998,0.085,3.06,0.8,10.0,1
5290,10.389999999999999,0.082,3.18,0.51,9.5,0
5291,9.675,0.112,3.16,0.54,9.1,0
5292,13.95,0.063,3.03,0.57,9.9,0
5293,13.129999999999999,0.066,3.22,0.6,13.0,1
5294,7.3549999999999995,0.122,3.47,0.53,9.9,0
5295,12.68,0.087,3.18,0.65,11.0,1
5296,12.68,0.087,3.18,0.65,11.0,1
5297,9.685,0.064,3.1,0.55,9.4,0
5298,7.3549999999999995,0.122,3.47,0.53,9.9,0
5299,8.26,0.059,3.29,0.47,10.8,1
5300,13.219999999999999,0.085,3.1,0.61,10.5,1
5301,12.49,0.085,3.15,0.63,10.5,1
5302,8.440000000000001,0.075,3.26,0.61,9.1,0
5303,9.47,0.059,3.36,0.76,10.1,1
5304,10.71,0.063,3.24,0.65,10.8,1
5305,13.05,0.093,3.18,0.63,10.8,1
5306,11.32,0.174,3.19,0.7,11.3,1
5307,13.450000000000001,0.07,3.05,0.57,9.6,0
5308,9.77,0.08,3.38,0.62,9.5,1
5309,9.899999999999999,0.08,3.38,0.62,9.5,0
5310,7.995,0.1,3.27,0.64,9.3,0
5311,10.83,0.097,3.27,0.82,11.7,1
5312,9.66,0.087,3.26,0.61,9.5,0
5313,9.565,0.117,3.32,1.07,9.3,0
5314,11.72,0.111,3.26,0.66,11.7,1
